name,id,shortDesc,actions,castType,sourceBook,PFSnote,levelreq,traditions/0,traditions/1,traditions/2,traditions/3,traits/0,traits/1,traits/2,traits/3,traits/4,traits/5,traits/6,traits/7,cost,inputRequired,internalNote,range,area,targets,target,singleTarget,allowReturnFocusPoint,requirements,trigger,sustained,duration,desc,savingThrow,critsuccess,success,failure,critfailure,showSpells/0/level,showSpells/0/name,heightened/0/desc,heightened/0/level,heightened/1/desc,heightened/1/level,heightened/2/desc,heightened/2/level,heightened/3/desc,heightened/3/level,heightened/4/desc,heightened/4/level,heightened/5/desc,heightened/5/level,heightened/6/desc,heightened/6/level,heightened/7/desc,heightened/7/level,heightened/8/desc,heightened/8/level,gainConditions/0/duration,gainConditions/0/heightenedFilter,gainConditions/0/name,gainConditions/0/source,gainConditions/0/targetFilter,gainConditions/0/value,gainConditions/1/duration,gainConditions/1/heightenedFilter,gainConditions/1/name,gainConditions/1/source,gainConditions/1/targetFilter,gainConditions/1/value,gainConditions/2/duration,gainConditions/2/heightenedFilter,gainConditions/2/name,gainConditions/2/source,gainConditions/2/targetFilter,gainConditions/2/value,gainConditions/3/duration,gainConditions/3/heightenedFilter,gainConditions/3/name,gainConditions/3/source,gainConditions/3/targetFilter,gainConditions/3/value,gainConditions/4/duration,gainConditions/4/heightenedFilter,gainConditions/4/name,gainConditions/4/source,gainConditions/4/value,gainConditions/5/duration,gainConditions/5/heightenedFilter,gainConditions/5/name,gainConditions/5/source,gainConditions/5/value,gainItems/0/expiration,gainItems/0/heightenedFilter,gainItems/0/name,gainItems/0/type,gainItems/1/expiration,gainItems/1/heightenedFilter,gainItems/1/name,gainItems/1/type,gainItems/2/expiration,gainItems/2/heightenedFilter,gainItems/2/name,gainItems/2/type,gainItems/3/expiration,gainItems/3/heightenedFilter,gainItems/3/name,gainItems/3/type,gainItems/4/expiration,gainItems/4/heightenedFilter,gainItems/4/name,gainItems/4/type,desc1/0/value,desc1/0/variable,desc1/1/value,desc1/1/variable,desc1/2/value,desc1/2/variable,desc2/0/value,desc2/0/variable,desc2/1/value,desc2/1/variable,desc2/2/value,desc2/2/variable,desc2/3/value,desc2/3/variable,desc2/4/value,desc2/4/variable,desc2/5/value,desc2/5/variable,desc2/6/value,desc2/6/variable,desc2/7/value,desc2/7/variable,desc2/8/value,desc2/8/variable,desc3/0/value,desc3/0/variable,desc3/1/value,desc3/1/variable,desc3/2/value,desc3/2/variable,desc3/3/value,desc3/3/variable,desc3/4/value,desc3/4/variable,desc3/5/value,desc3/5/variable,desc3/6/value,desc3/6/variable,desc3/7/value,desc3/7/variable,desc3/8/value,desc3/8/variable,desc4/0/value,desc4/0/variable,desc4/1/value,desc4/1/variable,desc4/2/value,desc4/2/variable,desc4/3/value,desc4/3/variable,desc4/4/value,desc4/4/variable,desc4/5/value,desc4/5/variable,desc4/6/value,desc4/6/variable,desc4/7/value,desc4/7/variable,desc4/8/value,desc4/8/variable,desc4/9/value,desc4/9/variable,desc4/10/value,desc4/10/variable,desc4/11/value,desc4/11/variable,desc5/0/value,desc5/0/variable,desc5/1/value,desc5/1/variable,desc5/2/value,desc5/2/variable,desc5/3/value,desc5/3/variable,desc5/4/value,desc5/4/variable,desc5/5/value,desc5/5/variable,desc5/6/value,desc5/6/variable,desc5/7/value,desc5/7/variable,desc5/8/value,desc5/8/variable,desc5/9/value,desc5/9/variable,desc5/10/value,desc5/10/variable,desc5/11/value,desc5/11/variable,desc6/0/value,desc6/0/variable,desc6/1/value,desc6/1/variable,desc6/2/value,desc6/2/variable,desc6/3/value,desc6/3/variable,desc6/4/value,desc6/4/variable,desc6/5/value,desc6/5/variable,desc6/6/value,desc6/6/variable,desc6/7/value,desc6/7/variable,desc6/8/value,desc6/8/variable,desc6/9/value,desc6/9/variable,desc6/10/value,desc6/10/variable,desc7/0/value,desc7/0/variable,desc7/1/value,desc7/1/variable,desc7/2/value,desc7/2/variable,desc7/3/value,desc7/3/variable,desc7/4/value,desc7/4/variable,desc7/5/value,desc7/5/variable,desc7/6/value,desc7/6/variable,desc7/7/value,desc7/7/variable,desc7/8/value,desc7/8/variable,desc7/9/value,desc7/9/variable,desc7/10/value,desc7/10/variable,desc7/11/value,desc7/11/variable,desc8/0/value,desc8/0/variable,desc8/1/value,desc8/1/variable,desc8/2/value,desc8/2/variable,desc8/3/value,desc8/3/variable,desc9/0/value,desc9/0/variable,desc9/1/value,desc9/1/variable,desc9/2/value,desc9/2/variable,desc9/3/value,desc9/3/variable,desc10/0/value,desc10/0/variable,desc10/1/value,desc10/1/variable,desc10/2/value,desc10/2/variable,desc10/3/value,desc10/3/variable
Lightning Bolt,29ee7956-9122-11ea-bb37-0242ac130002,Lightning strikes all creatures in a line.,2A,"somatic, verbal",,,3,Arcane,Primal,,,Electricity,Evocation,,,,,,,,,,,120-foot line,,,TRUE,,,,,,"A bolt of lightning strikes outward from your hand, dealing <var>var1</var> electricity damage.",basic Reflex,,,,,,,The damage increases by 1d12.,(+1),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4d12,var1,,,,,,,,,,,,,,,,,5d12,var1,,,,,,,,,,,,,,,,,,,,,,,6d12,var1,,,,,,,,,,,,,,,,,,,,,,,7d12,var1,,,,,,,,,,,,,,,,,,,,,8d12,var1,,,,,,,,,,,,,,,,,,,,,,,9d12,var1,,,,,,,10d12,var1,,,,,,,11d12,var1,,,,,,
Locate,29ee7a14-9122-11ea-bb37-0242ac130002,Learn the direction to an object.,10 minutes,"material, somatic, verbal",,,3,Arcane,Occult,Divine,,Uncommon,Detection,Divination,,,,,,,,,500 feet,,1 specific object or type of object,self,,,,,1000,sustained,"<var>var1</var>You learn the direction to the target (if you picked a specific object, such as ""my mother's sword"" or the nearest target (if you picked a type of object, such as ""swords""). If the target is a specific object, you must have observed it directly with your own senses. If it's a type of object, you still need to have an accurate mental image of the type of object. If there's lead or running water between you and the target, this spell can't locate the object. This means you might find a type of object farther away if the nearest one is behind lead or running water.",,,,,,,,"You can target a specific creature or ancestry instead of an object, but you must have met or seen up close the creature or ancestry you want to target.",(5th),,,,,,,,,,,,,,,,,1000,,Locate,Locate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,var1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"You can target a specific creature or ancestry instead of an object, but you must have met or seen up close the creature or ancestry you want to target. ",var1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Magical Fetters,50c0751d-68f5-4f88-84e8-f950920d9692,"Ghostly manacles launch from your outstretched hand and clasp around the target's limbs, impeding its movements.",2A,"somatic, verbal",Pathfinder #158: Sixty Feet Under,,3,Arcane,Occult,,,Uncommon,Conjuration,Incapacitation,,,,,,,,,60 feet,,1 creature,,TRUE,,,,,see below,"Ghostly manacles launch from your outstretched hand and clasp around the target's limbs, impeding its movements. The target must attempt a Reflex save.",Reflex,The target is unaffected.,The target is clumsy 1 and takes a -10-foot status penalty to its Speed for 1 round.,The target is clumsy 3 and takes a -10-foot status penalty to its Speed for 1 minute.,"As failure, but the target is also slowed 1 for the duration.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Meld Into Stone,29ee7ad2-9122-11ea-bb37-0242ac130002,Meld into a block of stone.,2A,"somatic, verbal",,,3,Arcane,Primal,,,Earth,Transmutation,,,,,,,,,,,,,self,,,,,,10 minutes,"You merge with an adjacent block of stone with enough volume to fit you and your worn and held possessions. You must touch the stone when you Cast the Spell. You can hear, but not see, what's going on outside the stone, and you can cast spells while in the stone as long as they don't require line of effect beyond the stone.

Significant physical damage to the stone while you are inside it expels you and deals 10d6 damage to you. Passwall expels you without dealing damage and ends meld into stone. You can Dismiss this spell.",,,,,,,,,,,,,,,,,,,,,,,,,,1000,,Meld into Stone,Meld into Stone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mind Reading,29ee7b9a-9122-11ea-bb37-0242ac130002,Read a creature's surface thoughts.,2A,"somatic, verbal",,,3,Arcane,Occult,,,Uncommon,Detection,Divination,Mental,,,,,,,,30 feet,,1 creature,self,,,,,100,1 round or sustained up to 1 minute,"With a cursory mental touch, you attempt to read the target's mind. It must attempt a Will save. The target then becomes temporarily immune to your mind reading for 1 hour.",Will,The target perceives vague surface thoughts from you when you Cast the Spell.,"You find out whether the target's Intelligence modifier is higher than, equal to, or lower than yours.","You perceive vague surface thoughts from the target when you Cast the Spell, and you find out whether its Intelligence modifier is higher than, equal to, or lower than yours.","As failure, and for the duration of the spell, you can Sustain the Spell to detect the target's surface thoughts again. The target doesn't receive any additional saves.",,,,,,,,,,,,,,,,,,,,,100,,Mind Reading (Caster),Mind Reading,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Neutralize Poison,29ee7dd4-9122-11ea-bb37-0242ac130002,Cure a poison afflicting a creature.,2A,"somatic, verbal",,,3,Divine,Primal,,,Healing,Necromancy,,,,,,,,Attempt a counteract check against one poison afflicting the target.,,touch,,1 creature,ally,TRUE,,,,,,You pour healing magic through the target in an attempt to cure one poison afflicting it. Attempt a counteract check against the poison.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nondetection,29ee7ea6-9122-11ea-bb37-0242ac130002,Protect a creature or object from detection.,10 minutes,"material, somatic, verbal",,,3,Arcane,Occult,Primal,,Uncommon,Abjuration,,,,,,,,,,touch,,1 creature or object,ally,TRUE,,,,,8 hours,"You erect protective wards that make the target difficult to detect via magic. Nondetection attempts to counteract all detection, revelation, and scrying divinations made against the target or the target's gear throughout the duration, counting cantrips as 1st-level spells for this purpose. Successfully counteracting a divination that targets an area or multiple targets negates the effects only for nondetection's target.",,,,,,,,,,,,,,,,,,,,,,,,,,48000,,Nondetection (Caster),Nondetection,caster,,48000,,Nondetection,Nondetection,target,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Paralyze,29ee7f6e-9122-11ea-bb37-0242ac130002,Freeze a humanoid in place.,2A,"somatic, verbal",,,3,Arcane,Occult,,,Enchantment,Incapacitation,Mental,,,,,,,,,30 feet,,1 creature,,TRUE,,,,,varies,"<var>var1</var>You block the target's motor impulses before they can leave its mind, threatening to freeze the target in place. The target must attempt a Will save.",Will,The target is unaffected.,The target is stunned 1.,The target is paralyzed for 1 round.,"The target is paralyzed for 4 rounds. At the end of each of its turns, it can attempt a new Will save to reduce the remaining duration by 1 round, or end it entirely on a critical success.",,,You can target up to 10 creatures.,(7th),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,var1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,You can target up to 10 creatures. ,var1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pillar of Water,969c3301-62bd-457f-a080-1782da0b37e4,"You create a large, self-contained cylinder of still fresh water",3A,"material, somatic, verbal",Pathfinder #152: Legacy of the Lost God,,3,Arcane,Primal,,,Uncommon,Evocation,Water,,,,,,,,,120 feet,,,self,,,,,,1 minute,"You create a large, self-contained cylinder of still fresh water. The pillar has a maximum radius of 15 feet and a maximum height of 60 feet. Creatures inside the pillar can swim through the water as normal (Swim DC 10), or, if the spell was cast on solid ground, walk along the bottom (which is difficult terrain). Any creature that exits the pillar falls or lands accordingly.",,,,,,,,,,,,,,,,,,,,,,,,,,100,,Pillar of Water,Pillar of Water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pyrotechnics,b40be055-8172-4098-884c-36dfc840181d,You turn a fire into either a burst of blinding fireworks or a thick cloud of choking smoke,2A,"material, somatic",Pathfinder #152: Legacy of the Lost God,,3,Arcane,Occult,,,Uncommon,Fire,Transmutation,,,,,,,,,120 feet,,1 fire,self,,,,,100,sustained up to 1 minute,"You turn a fire into either a burst of blinding fireworks or a thick cloud of choking smoke, chosen when you Cast the Spell. The spell targets one fire source, which is immediately extinguished if it is a non-magical fire the size of a campfire or smaller. If the fire source is a creature, the creature takes 1d6 points of cold damage and is not extinguished.

<strong>Fireworks</strong> The targeted fire explodes into a colorful array of flashy, fiery, glowing aerial fireworks in a 20-foot-radius burst. The first time you Sustain the Spell each round, you can cause the area of fireworks to ascend up to 20 feet, but you cannot move the area laterally. Creatures that start their turn within the area of the fireworks must attempt a Fortitude save, and are then temporarily immune for 1 minute.<br><strong>Critical Success</strong> The creature is unaffected<br><strong>Success</strong> The creature is dazzled until the end of its next turn.<br><strong>Failure</strong> The creature is blinded until the end of its next turn.<br><strong>Critical Failure</strong> The creature is blinded for 1 minute.
<strong>Smoke Cloud</strong> Thick smoke billows out from the fire and coalesces into a cloud that spreads to fill a 20-foot-radius burst centered on the targeted fire. Creatures within the smoke cloud take a -4 circumstance penalty to visual Perception checks, and creatures outside the smoke cloud take a -4 circumstance penalty to visual Perception checks to detect creatures or objects within it. The first time you Sustain the Spell each round, you can cause the smoke cloud to descend up to 20 feet, but you cannot move the area laterally. Creatures that start their turn within the smoke cloud must attempt a Fortitude save, and are then temporarily immune for 1 minute.<br><strong>Success</strong> The creature is unaffected.<br><strong>Failure</strong> The creature is sickened 1.<br><strong>Critical Failure</strong> The creature is sickened 1 and cannot recover from the sickened condition while in the area of the smoke cloud.",Fortitude,,,,,,,,,,,,,,,,,,,,,,,,,100,,Pyrotechnics,Pyrotechnics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remove Disease,29ee802c-9122-11ea-bb37-0242ac130002,Cure a disease afflicting a creature.,10 minutes,"material, somatic, verbal",,,3,Divine,Primal,,,Healing,Necromancy,,,,,,,,Attempt to counteract one disease afflicting the target.,,touch,,1 creature,ally,TRUE,,,,,,Healing magic purges disease from a creature's body. You attempt to counteract one disease afflicting the target.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sanctified Ground,29ee80f4-9122-11ea-bb37-0242ac130002,"Create a 24-hour area of protection against aberrations, celestials, dragons, fiends, or undead.",1 minute,"material, somatic, verbal",,,3,Divine,,,,Abjuration,Consecration,,,,,,,,,,,30-foot burst centered on you,,self,,,,,,24 hours,"You sanctify the area, sprinkling it with holy water and warding it against your foes. Choose aberrations, celestials, dragons, fiends, monitors, or undead. All creatures in the area gain a +1 status bonus to AC, attack rolls, damage rolls, and saving throws against the chosen creatures.",,,,,,,,,,,,,,,,,,,,,,,,,,144000,,Sanctified Ground (Caster),Sanctified Ground,,,144000,,Sanctified Ground,Sanctified Ground,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Searing Light,29ee81b2-9122-11ea-bb37-0242ac130002,A ray of burning light deals extra damage to undead and counteracts darkness.,2A,"somatic, verbal",,,3,Divine,Primal,,,Attack,Evocation,Fire,Good,Light,,,,,,,120 feet,,1 creature,,TRUE,,,,,,"You shoot a blazing ray of light tinged with holy energy. Make a ranged spell attack. The ray deals <var>var1</var> fire damage. If the target is a fiend or undead, you deal an extra <var>var2</var> good damage.

If the light passes through an area of magical darkness or targets a creature affected by magical darkness, searing light attempts to counteract the darkness. If you need to determine whether the light passes through an area of darkness, draw a line between yourself and the spell's target.",,"The target takes double fire damage, as well as double good damage if a fiend or undead.",The target takes full damage.,,,,,"The fire damage increases by 2d6, and the good damage against fiends and undead increases by 2d6.",(+1),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5d6,var1,5d6,var2,,,,,,,,,,,,,,,7d6,var1,7d6,var2,,,,,,,,,,,,,,,,,,,,,9d6,var1,9d6,var2,,,,,,,,,,,,,,,,,,,,,11d6,var1,11d6,var2,,,,,,,,,,,,,,,,,,,13d6,var1,13d6,var2,,,,,,,,,,,,,,,,,,,,,15d6,var1,15d6,var2,,,,,17d6,var1,17d6,var2,,,,,19d6,var1,19d6,var2,,,,
Secret Page,29ee8270-9122-11ea-bb37-0242ac130002,Alter the appearance of a page.,1 minute,"material, somatic, verbal",,,3,Arcane,Occult,,,Illusion,Visual,,,,,,,,,,touch,,1 page up to 3 square feet in size,self,,,,,,unlimited,"You change the target's text to different text entirely. If the text is a spellbook or a scroll, you can change it to show a spell you know of secret page's level or lower. The replacement spell cannot be cast or used to prepare a spell. You can also transform the text into some other text you have written or have access to. You can specify a password that allows a creature touching the page to change the text back and forth. You must choose the replacement text and the password, if any, when you Cast the Spell.",,,,,,,,,,,,,,,,,,,,,,,,,,-1,,Secret Page,Secret Page,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shifting Sand,29ee84a0-9122-11ea-bb37-0242ac130002,You cause the surface to heave.,3A,"material, somatic, verbal",Gods & Magic,,3,Arcane,Primal,,,Earth,Transmutation,,,,,,,,,,30 feet,a horizontal earthen or sandy surface within a 20-foot burst,,self,,,,,100,sustained up to 1 minute,"<var>var1</var>You cause the surface to heave. The area becomes difficult terrain and any tracks in the area are destroyed by the churning ground. Creatures standing in the area take a <var>var2</var> status penalty to Acrobatics checks to Balance and Tumble Through and Athletics checks to High Jump and Long Jump. When you Sustain the Spell, you can move the churning area up to 10 feet in any direction. Creatures immobilized by the spell are carried along with the shifting sand in the same direction, if possible; this movement is forced movement. Creatures that enter or begin their turn standing in the shifting sand must attempt a Reflex save.",,The creature is unaffected and ignores the area's difficult terrain and penalty to skill checks until the end of its turn.,The creature ignores the area's penalty to skill checks until the end of its turn.,The creature is affected normally by the spell this turn.,"The creature becomes immobilized within the spell's area until it Escapes. If the creature was already immobilized by shifting sands, it also falls prone.",,,The status penalty increases to -2 and the spell's range increases to 60 feet.,(5th),"The status penalty increases to -3, the spell's range increases to 60 feet, and the spell's area increases to a 30-foot burst.",(7th),"The status penalty increases to -4, the spell's range increases to 60 feet, and the spell's area increases to a 40-foot burst.",(9th),,,,,,,,,,,,,100,,Shifting Sands (Caster),Shifting Sands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,var1,-1,var2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,The spell's range increases to 60 feet. ,var1,-2,var2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"The spell's range increases to 60 feet, and the spell's area increases to a 30-foot burst. ",var1,-3,var2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"The spell's range increases to 60 feet, and the spell's area increases to a 40-foot burst. ",var1,-4,var2,,,,,,,,,,,,
Show the Way,29ee855e-9122-11ea-bb37-0242ac130002,"You and affected allies gain preternatural knowledge of the path ahead, allowing you to intuit the best way forward and avoid potential obstacles.",10 minutes,"material, somatic, verbal",Gods & Magic,,3,Divine,Primal,,,Detection,Divination,,,,,,,,,,,5-foot emanation,you and allies in the area,self,,,,,,8 hours,"You and affected allies gain preternatural knowledge of the path ahead, allowing you to intuit the best way forward and avoid potential obstacles such as difficult or confusing terrain. <var>var1</var> Show the way does not prevent you from falling into traps or encountering other artificial obstacles and hazards.",,,,,,,,"For the purpose of long-distance overland travel during exploration mode, traveling through difficult terrain doesn't reduce your travel Speed at all, and traveling through greater difficult terrain reduces your travel Speed to only three-quarters of its normal value instead of one-third.",(6th),,,,,,,,,,,,,,,,,48000,,Show the Way,Show the Way,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"For the purpose of long-distance overland travel during exploration mode, traveling through difficult terrain reduces you to only three-quarters your travel Speed instead of half, and traveling through greater difficult terrain reduces your travel Speed to only half your travel Speed instead of one-third.",var1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"For the purpose of long-distance overland travel during exploration mode, traveling through difficult terrain doesn't reduce your travel Speed at all, and traveling through greater difficult terrain reduces your travel Speed to only three-quarters of its normal value instead of one-third.",var1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shrink Item,29ee861c-9122-11ea-bb37-0242ac130002,Reduce an object to the size of a coin.,10 minutes,"somatic, verbal",,,3,Arcane,,,,Polymorph,Transmutation,,,,,,,,,,touch,,1 non-magical object up to 20 cubic feet in volume and up to 80 Bulk,self,,,,,,1 day,"You shrink the target to roughly the size of a coin. This reduces it to negligible Bulk. You can Dismiss the spell, and the spell ends if you toss the object onto a solid surface. The object can't be used to attack or cause damage during the process of it returning to normal size. If there isn't room for the object to return to normal size when the spell ends, the spell's duration continues until the object is in a location large enough to accommodate its normal size.",,,,,,,,,,,,,,,,,,,,,,,,,,144000,,Shrink Item,Shrink Item,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Slow,29ee86da-9122-11ea-bb37-0242ac130002,"Make a creature slower, reducing its actions.",2A,"somatic, verbal",,,3,Arcane,Occult,Primal,,Transmutation,,,,,,,,,,,30 feet,,1 creature,,TRUE,,,,,1 minute,"<var>var1</var>You dilate the flow of time around the target, slowing its actions.",Fortitude,The target is unaffected.,The target is slowed 1 for 1 round.,The target is slowed 1 for 1 minute.,The target is slowed 2 for 1 minute.,,,You can target up to 10 creatures.,(6th),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,var1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,You can target up to 10 creatures. ,var1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stinking Cloud,29ee878e-9122-11ea-bb37-0242ac130002,Form a cloud that sickens creatures.,2A,"somatic, verbal",,,3,Arcane,Primal,,,Conjuration,Poison,,,,,,,,,,120 feet,20-foot burst,,self,,,,,,1 minute,You create a cloud of putrid mist in the area. The cloud functions as obscuring mist except it sickens creatures that end their turns within the cloud. (The concealed condition is not a poison effect.),Fortitude,The creature is unaffected.,The creature is sickened 1.,The creature is sickened 1 and slowed 1 while in the cloud.,The creature is sickened 2 and slowed 1 until it leaves the cloud.,,Obscuring Mist,,,,,,,,,,,,,,,,,,,100,,Stinking Cloud (Caster),Stinking Cloud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
